SOURCE_ID,WAVE_ID,YEAR,MONTH,DAY,REGION_CODE,COUNTRY,STATE/PROVINCE,LOCATION,LATITUDE,LONGITUDE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,VALIDITY,MEASUREMENT_TYPE,PERIOD,FIRST_MOTION,MAXIMUM_HEIGHT,HORIZONTAL_INUNDATION,INJURIES,INJURY_ESTIMATE,FATALITIES,FATALITY_ESTIMATE,DAMAGE_MILLIONS_DOLLARS,DAMAGE_ESTIMATE,HOUSES_DAMAGED,HOUSE_DAMAGE_ESTIMATE,HOUSES_DESTROYED,HOUSE_DESTRUCTION_ESTIMATE
2439,9279,2004,12,26,60,THAILAND,,KHAO LAK,8.661,98.249,,,,5,,,9.35,,,,,,,,17,,23,
2439,9280,2004,12,26,60,THAILAND,,KHAO LAK,8.661,98.25,,,,5,,,9.71,,,,,,,,98,,86,
2439,9281,2004,12,26,60,THAILAND,,KHAO LAK,8.683,98.244,,,,5,,,10.62,,,,,,,,81,,94,
2439,15769,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.286,95.244,,,,5,,,11.1,,,,,,,,24,,10,
2439,15757,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.621,95.398,,,,5,,,6,,,,,,,,78,,37,
2439,15758,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.647,95.415,,,,5,,,7,,,,,,,,80,,6,
2439,15908,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.593,95.371,,,,5,,,8.1,,,,,,,,10,,47,
2439,15909,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.562,95.317,,,,5,,,8.2,,,,,,,,89,,43,
2439,15910,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.53,95.286,,,,5,,,8.2,,,,,,,,32,,26,
2439,15911,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.514,95.27,,,,5,,,8.2,,,,,,,,11,,86,
2439,15912,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.533,95.294,,,,5,,,8.2,,,,,,,,12,,67,
2439,15913,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.526,95.273,,,,5,,,8.2,,,,,,,,31,,69,
2439,15886,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.614,95.399,,,,5,,,7.3,,,,,,,,108,,45,
2439,15887,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.597,95.385,,,,5,,,7.4,,,,,,,,29,,18,
2439,15888,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.596,95.393,,,,5,,,7.4,,,,,,,,61,,36,
2439,9344,2004,12,26,60,MALDIVES,,GAN,-0.68,73.17,3,17,,2,,R,0.7,,,,,,,,97,,83,
2439,9345,2004,12,26,60,SRI LANKA,,COLOMBO,6.93,79.83,2,50,,2,,R,1.5,,,,,,,,41,,43,
2439,9563,2004,12,26,60,MALAYSIA,,KUALA TRIANG,6.351,99.721,,,,4,,,,900,,,,,,,66,,63,
2439,9714,2004,12,26,60,SRI LANKA,,UPPUVELI,8.616,81.219,,,,4,,,4.3,,,,,,,,61,,78,
2439,9715,2004,12,26,60,SRI LANKA,,IRRAKKAKANDI,8.725,81.177,,,,4,,,4,100,,,,,,,79,,28,
2439,9716,2004,12,26,60,SRI LANKA,,NILAVELI,8.677,81.203,,,,4,,,5,,,,,,,,85,,17,
2439,9754,2004,12,26,60,THAILAND,,KURABURI,9.23,98.38,2,33,,2,,F,0.7,,,,,,,,10,,66,
2439,9755,2004,12,26,60,THAILAND,,TARUTAO,6.7,99.65,2,28,,2,,F,0.89,,,,,,,,66,,38,
2439,9342,2004,12,26,60,MALDIVES,,"HANIMAADHOO, HAA DHAALU",6.77,73.18,3,31,,2,,R,1.09,,,,,,,,2,,69,
2439,9343,2004,12,26,60,MALDIVES,,MALE,4.18,73.52,3,15,,2,,R,1.08,,,,,,,,8,,88,
2439,9401,2004,12,26,60,INDONESIA,ACEH,"WEST BANDA ACEH, SUMATRA",5.564,95.235,,,,5,,,12.6,,,,,,,,27,,86,
2439,9402,2004,12,26,60,INDONESIA,ACEH,"LEUPUNG, NW. COAST OF SUMATRA",5.381,95.26,,,,5,,,17.8,,,,,,,,2,,95,
2439,9403,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.442,95.241,,,,5,,,18.4,,,,,,,,82,,12,
2439,9404,2004,12,26,60,INDONESIA,ACEH,"LEUPUNG, NW. COAST OF SUMATRA",5.42,95.248,,,,5,,,19.5,,,,,,,,96,,30,
2439,9405,2004,12,26,60,INDONESIA,ACEH,"WEST BANDA ACEH, SUMATRA",5.558,95.235,,,,5,,,20,,,,,,,,92,,18,
2439,9508,2004,12,26,81,ANTARCTICA,,DUMONT D'URVILLE STATION (FRANCE),-66.63,140.01,12,49,,2,,R,0.16,,,,,,,,46,,72,
2439,9562,2004,12,26,60,MALAYSIA,,KUALA TRIANG,6.361,99.709,,,,4,,,,500,,,,,,,42,,96,
2439,9283,2004,12,26,60,THAILAND,,KHAO LAK,8.726,98.232,,,,5,,,6.24,,,,,,,,20,,29,
2439,9284,2004,12,26,60,THAILAND,,KHAO LAK,8.734,98.225,,,,5,,,4.48,,,,,,,,110,,55,
2439,9285,2004,12,26,60,THAILAND,,KHAO LAK,8.729,98.226,,,,5,,,8.86,,,,,,,,96,,16,
2439,9286,2004,12,26,60,THAILAND,,KHAO LAK,8.184,98.292,,,,5,,,4.83,,,,,,,,74,,37,
2439,9287,2004,12,26,60,THAILAND,,KHAO LAK,8.197,98.3,,,,5,,,3.11,,,,,,,,20,,58,
2439,9288,2004,12,26,60,THAILAND,,KHAO LAK,8.272,98.28,,,,5,,,4.3,,,,,,,,40,,31,
2439,9289,2004,12,26,60,THAILAND,,KHAO LAK,8.304,98.275,,,,5,,,4.28,,,,,,,,79,,40,
2439,9290,2004,12,26,60,THAILAND,,"KATA NOI BEACH, PHUKET",7.803,98.303,,,,5,,,3.88,,,,,,,,96,,65,
2439,9291,2004,12,26,60,THAILAND,,"RAWAI BEACH, PHUKET",7.772,98.328,,,,5,,,2.43,,,,,,,,70,,57,
2439,9292,2004,12,26,60,THAILAND,,"FRIENDSHIP BEACH HOTEL, PHUKET",7.796,98.34,,,,5,,,2.35,,,,,,,,6,,57,
2439,9293,2004,12,26,60,THAILAND,,"KAMALA BEACH, PHUKET",7.95,98.28,,,,5,,,5.4,,,,,,,,28,,27,
2439,9294,2004,12,26,60,THAILAND,,BAN NA TAI,8.293,98.273,,,,5,,,5.1,,,,,,,,44,,69,
2439,9295,2004,12,26,60,THAILAND,,TAP LAM NAVY BASE,8.57,98.224,,,,5,,,3.8,,,,,,,,9,,83,
2439,9296,2004,12,26,60,THAILAND,,BAN KAO LAK,8.611,98.238,,,,5,,,7.8,,,,,,,,77,,32,
2439,9297,2004,12,26,60,THAILAND,,BAN NIANG BEACH,8.675,98.242,,,,5,,,9.5,,,,,,,,90,,80,
2439,9298,2004,12,26,60,THAILAND,,BAN NIANG BEACH,8.671,98.243,,,,5,,,7.6,,,,,,,,89,,34,
2439,9299,2004,12,26,60,THAILAND,,BAN NIANG BEACH,8.7,98.24,,,,5,,,6.2,,,,,,,,49,,97,
2439,9300,2004,12,26,60,THAILAND,,BAN NIANG BEACH,8.7,98.24,,,,5,,,7.9,,,,,,,,94,,51,
2439,9301,2004,12,26,60,THAILAND,,LAEM PAKARANG,8.736,98.222,,,,5,,,9.3,,,,,,,,37,,35,
2439,9302,2004,12,26,60,THAILAND,,BAN NAM KEM,8.864,98.274,,,,5,,,6.4,,,,,,,,26,,8,
2439,9406,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.499,95.226,,,,5,,,21.7,,,,,,,,62,,97,
2439,9407,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.464,95.247,,,,5,,,23.1,,,,,,,,80,,40,
2439,9408,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.445,95.243,,,,5,,,24.5,,,,,,,,16,,27,
2439,9409,2004,12,26,60,INDONESIA,ACEH,"LHOONG, NW. COAST OF SUMATRA",5.315,95.24,,,,5,,,25.2,,,,,,,,36,,53,
2439,9410,2004,12,26,60,INDONESIA,ACEH,"LHOONG, NW. COAST OF SUMATRA",5.283,95.247,,,,5,,,25.5,,,,,,,,54,,79,
2439,9411,2004,12,26,60,INDONESIA,ACEH,"LABUHAN, NW COAST OF SUMATRA",5.433,95.236,,,,5,,,26.1,,,,,,,,32,,41,
2439,9412,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.461,95.245,,,,5,,,28.2,,,,,,,,65,,9,
2439,9413,2004,12,26,60,INDONESIA,ACEH,"LHOONG, NW. COAST OF SUMATRA",5.354,95.243,,,,5,,,29.6,,,,,,,,57,,77,
2439,9414,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.451,95.243,,,,5,,,29.7,,,,,,,,46,,47,
2439,9415,2004,12,26,60,INDONESIA,ACEH,"LHOK NGA, NW. COAST OF SUMATRA",5.456,95.246,,,,5,,,35.7,,,,,,,,16,,69,
2439,15971,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.482,95.265,,,,5,,,11.2,,,,,,,,47,,80,
2439,15972,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.576,95.327,,,,5,,,11.3,,,,,,,,31,,96,
2439,15943,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.594,95.371,,,,5,,,9.5,,,,,,,,6,,33,
2439,15944,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.541,95.305,,,,5,,,9.6,,,,,,,,28,,56,
2439,15945,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.576,95.345,,,,5,,,9.8,,,,,,,,77,,76,
2439,15946,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.481,95.244,,,,5,,,9.8,,,,,,,,8,,,
2439,15947,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.611,95.391,,,,5,,,9.8,,,,,,,,35,,,
2439,15948,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.614,95.398,,,,5,,,9.8,,,,,,,,32,,,
2439,15949,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.501,95.246,,,,5,,,10,,,,,,,,101,,,
2439,15950,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.614,95.398,,,,5,,,10,,,,,,,,61,,,
2439,15951,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.588,95.358,,,,5,,,10,,,,,,,,32,,,
2439,15952,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.59,95.389,,,,5,,,10,,,,,,,,48,,,
2439,15953,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.489,95.264,,,,5,,,10.1,,,,,,,,98,,,
2439,15954,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.536,95.282,,,,5,,,10.2,,,,,,,,81,,,
2439,15914,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.595,95.372,,,,5,,,8.2,,,,,,,,58,,,
2439,15915,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.327,,,,5,,,8.5,,,,,,,,17,,,
2439,15916,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.546,95.298,,,,5,,,8.5,,,,,,,,101,,,
2439,15917,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.328,,,,5,,,8.5,,,,,,,,60,,,
2439,15918,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.605,95.388,,,,5,,,8.5,,,,,,,,109,,,
2439,15919,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.61,95.389,,,,5,,,8.5,,,,,,,,106,,,
2439,15920,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.593,95.371,,,,5,,,8.7,,,,,,,,66,,,
2439,15921,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.583,95.351,,,,5,,,8.8,,,,,,,,86,,,
2439,15922,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.48,95.267,,,,5,,,8.8,,,,,,,,55,,,
2439,15923,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.548,95.305,,,,5,,,8.8,,,,,,,,87,,,
2439,15924,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.49,95.264,,,,5,,,8.9,,,,,,,,8,,,
2439,15925,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.489,95.265,,,,5,,,9,,,,,,,,35,,,
2439,15926,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.521,95.271,,,,5,,,9,,,,,,,,33,,,
2439,15927,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.605,95.389,,,,5,,,9,,,,,,,,87,,,
2439,15928,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.607,95.396,,,,5,,,9,,,,,,,,67,,,
2439,15929,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.614,95.399,,,,5,,,9,,,,,,,,70,,,
2439,15930,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.596,95.373,,,,5,,,9.1,,,,,,,,109,,,
2439,15931,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.559,95.309,,,,5,,,9.2,,,,,,,,56,,,
2439,15932,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.487,95.269,,,,5,,,9.2,,,,,,,,45,,,
2439,15933,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.553,95.304,,,,5,,,9.3,,,,,,,,12,,,
2439,15934,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.597,95.385,,,,5,,,9.3,,,,,,,,73,,,
2439,15935,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.532,95.274,,,,5,,,9.4,,,,,,,,50,,,
2439,15936,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.578,95.344,,,,5,,,9.4,,,,,,,,48,,,
2439,15937,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.578,95.343,,,,5,,,9.5,,,,,,,,110,,,
2439,15938,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.547,95.301,,,,5,,,9.5,,,,,,,,7,,,
2439,15939,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.56,95.317,,,,5,,,9.5,,,,,,,,3,,,
2439,15940,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.497,95.262,,,,5,,,9.5,,,,,,,,47,,,
2439,15941,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.497,95.262,,,,5,,,9.5,,,,,,,,99,,,
2439,15942,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.325,,,,5,,,9.5,,,,,,,,78,,,
2439,15889,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.341,,,,5,,,7.5,,,,,,,,110,,,
2439,15890,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.342,,,,5,,,7.5,,,,,,,,97,,,
2439,15891,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.574,95.345,,,,5,,,7.6,,,,,,,,56,,,
2439,15892,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.48,95.243,,,,5,,,7.6,,,,,,,,89,,,
2439,15893,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.325,,,,5,,,7.7,,,,,,,,61,,,
2439,15894,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.325,,,,5,,,7.7,,,,,,,,11,,,
2439,15895,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.481,95.244,,,,5,,,7.8,,,,,,,,99,,,
2439,15896,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.558,95.311,,,,5,,,7.8,,,,,,,,80,,,
2439,15897,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.328,,,,5,,,7.8,,,,,,,,41,,,
2439,15898,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.328,,,,5,,,7.8,,,,,,,,39,,,
2439,15899,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.573,95.328,,,,5,,,7.9,,,,,,,,61,,,
2439,15900,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.553,95.309,,,,5,,,8,,,,,,,,28,,,
2439,15901,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.489,95.263,,,,5,,,8,,,,,,,,19,,,
2439,15902,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.325,,,,5,,,8,,,,,,,,100,,,
2439,15903,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.595,95.371,,,,5,,,8,,,,,,,,5,,,
2439,15904,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.557,95.315,,,,5,,,8.1,,,,,,,,40,,,
2439,15905,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.552,95.309,,,,5,,,8.1,,,,,,,,69,,,
2439,15906,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.48,95.243,,,,5,,,8.1,,,,,,,,37,,,
2439,15907,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.594,95.372,,,,5,,,8.1,,,,,,,,29,,,
2439,15977,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.597,95.376,,,,5,,,11.5,,,,,,,,27,,,
2439,15978,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.483,95.264,,,,5,,,11.5,,,,,,,,43,,,
2439,15979,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.478,95.24,,,,5,,,11.6,,,,,,,,73,,,
2439,15980,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.544,95.295,,,,5,,,11.9,,,,,,,,32,,,
2439,15981,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.534,95.272,,,,5,,,11.9,,,,,,,,95,,,
2439,15982,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.5,95.233,,,,5,,,12,,,,,,,,87,,,
2439,15983,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.556,95.312,,,,5,,,12.2,,,,,,,,40,,,
2439,15984,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.321,,,,5,,,12.2,,,,,,,,1,,,
2439,15985,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.527,95.276,,,,5,,,12.2,,,,,,,,60,,,
2439,15986,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.553,95.298,,,,5,,,12.4,,,,,,,,26,,,
2439,15987,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.578,95.329,,,,5,,,12.4,,,,,,,,100,,,
2439,15988,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.577,95.329,,,,5,,,12.4,,,,,,,,73,,,
2439,15989,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.556,95.293,,,,5,,,12.6,,,,,,,,68,,,
2439,15990,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.551,95.301,,,,5,,,12.7,,,,,,,,46,,,
2439,15991,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.532,95.289,,,,5,,,12.7,,,,,,,,14,,,
2439,15992,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.543,95.247,,,,5,,,12.8,,,,,,,,60,,,
2439,15993,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.555,95.306,,,,5,,,13,,,,,,,,15,,,
2439,15994,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.473,95.255,,,,5,,,13,,,,,,,,95,,,
2439,15995,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.61,95.397,,,,5,,,13.4,,,,,,,,53,,,
2439,15996,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.489,95.233,,,,5,,,13.5,,,,,,,,63,,,
2439,15997,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.54,95.298,,,,5,,,13.7,,,,,,,,14,,,
2439,15998,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.534,95.292,,,,5,,,13.8,,,,,,,,37,,,
2439,15999,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.539,95.256,,,,5,,,14,,,,,,,,101,,,
2439,16000,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.502,95.229,,,,5,,,14.4,,,,,,,,66,,,
2439,16001,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.243,,,,5,,,14.8,,,,,,,,39,,,
2439,16002,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.539,95.257,,,,5,,,14.8,,,,,,,,88,,,
2439,16003,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.65,95.42,,,,5,,,14.8,,,,,,,,36,,,
2439,16004,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.611,95.389,,,,5,,,14.9,,,,,,,,105,,,
2439,16005,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.593,95.336,,,,5,,,15,,,,,,,,91,,,
2439,16006,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.507,95.26,,,,5,,,15.4,,,,,,,,28,,,
2439,16007,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.556,95.285,,,,5,,,15.5,,,,,,,,63,,,
2439,16008,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.555,95.286,,,,5,,,16.1,,,,,,,,83,,,
2439,16009,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.61,95.397,,,,5,,,16.2,,,,,,,,41,,,
2439,16010,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.611,95.39,,,,5,,,16.6,,,,,,,,100,,,
2439,16011,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.245,,,,5,,,16.7,,,,,,,,42,,,
2439,16012,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.242,,,,5,,,16.7,,,,,,,,40,,,
2439,16013,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.242,,,,5,,,16.8,,,,,,,,38,,,
2439,16014,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.241,,,,5,,,16.9,,,,,,,,70,,,
2439,16015,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.478,95.241,,,,5,,,16.9,,,,,,,,38,,,
2439,16016,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.478,95.248,,,,5,,,17,,,,,,,,45,,,
2439,16017,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.478,95.246,,,,5,,,17.2,,,,,,,,20,,,
2439,16018,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.242,,,,5,,,17.5,,,,,,,,72,,,
2439,16019,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.547,95.239,,,,5,,,17.8,,,,,,,,111,,,
2439,16020,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.478,95.241,,,,5,,,18.4,,,,,,,,81,,,
2439,16021,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.553,95.234,,,,5,,,18.7,,,,,,,,79,,,
2439,16022,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.556,95.237,,,,5,,,18.7,,,,,,,,86,,,
2439,16023,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.547,95.236,,,,5,,,18.9,,,,,,,,74,,,
2439,16024,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.546,95.234,,,,5,,,19.3,,,,,,,,93,,,
2439,15955,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.479,95.249,,,,5,,,10.2,,,,,,,,105,,,
2439,15956,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.572,95.325,,,,5,,,10.4,,,,,,,,4,,,
2439,15957,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.584,95.347,,,,5,,,10.4,,,,,,,,95,,,
2439,15958,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.571,95.325,,,,5,,,10.4,,,,,,,,53,,,
2439,15959,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.575,95.326,,,,5,,,10.5,,,,,,,,11,,,
2439,15960,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.593,95.367,,,,5,,,10.6,,,,,,,,21,,,
2439,15961,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.55,95.304,,,,5,,,10.8,,,,,,,,63,,,
2439,15962,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.562,95.317,,,,5,,,10.8,,,,,,,,12,,,
2439,15963,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.594,95.335,,,,5,,,10.8,,,,,,,,72,,,
2439,15964,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.588,95.361,,,,5,,,10.8,,,,,,,,22,,,
2439,15965,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.552,95.294,,,,5,,,11,,,,,,,,50,,,
2439,15966,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.537,95.284,,,,5,,,11,,,,,,,,90,,,
2439,15967,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.605,95.387,,,,5,,,11,,,,,,,,73,,,
2439,15968,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.584,95.349,,,,5,,,11.1,,,,,,,,109,,,
2439,15969,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.561,95.311,,,,5,,,11.2,,,,,,,,96,,,
2439,15970,2004,12,26,60,INDONESIA,ACEH,"ACEH, SUMATRA",5.549,95.302,,,,5,,,11.2,,,,,,,,27,,,
2439,26226,2004,12,26,60,SRI LANKA,,NALAVELI,8.706572,81.18847,,,,10,,,4.1,80,,,,,,,72,,,
2439,26227,2004,12,26,60,SRI LANKA,,POTTUVIL,6.866667,81.81667,,,,5,,,6,,,,,,,,70,,,
2439,26228,2004,12,26,60,SRI LANKA,,POTTUVIL,6.866667,81.81667,,,,10,,,6.1,,,,,,,,59,,,
2439,26229,2004,12,26,60,SRI LANKA,,IBRAL NAGAR NALALEVI,8.660616,81.21794,,,,10,,,4.65,,,,,,,,19,,,
2439,26230,2004,12,26,60,SRI LANKA,,IBRAL NAGAR NALALEVI,8.660272,81.21918,,,,10,,,4.5,,,,,,,,5,,,
